region,year,sex,age_gr,population
netherlands,2017,Male,Overall,16955051
netherlands,2018,Both,0 to 9,1796165
netherlands,2018,Both,10 to 19,2014491
netherlands,2018,Both,100 and over,2180
netherlands,2018,Both,20 to 29,2174938
netherlands,2018,Both,30 to 39,2078145
netherlands,2018,Both,40 to 49,2307135
netherlands,2018,Both,50 to 59,2491356
netherlands,2018,Both,60 to 69,2079275
netherlands,2018,Both,70 to 79,1460665
netherlands,2018,Both,80 to 89,654742
netherlands,2018,Both,90 to 99,146754
netherlands,2018,Both,Overall,17181084
netherlands,2018,Both,Overall,34386930
netherlands,2018,Female,0 to 9,875642
netherlands,2018,Female,10 to 19,983128
netherlands,2018,Female,100 and over,1857
netherlands,2018,Female,20 to 29,1071802
netherlands,2018,Female,30 to 39,1034666
netherlands,2018,Female,40 to 49,1156224
netherlands,2018,Female,50 to 59,1241003
netherlands,2018,Female,60 to 69,1045860
netherlands,2018,Female,70 to 79,762277
netherlands,2018,Female,80 to 89,393142
netherlands,2018,Female,90 to 99,108105
netherlands,2018,Female,Overall,8654043
netherlands,2018,Female,Overall,17327749
netherlands,2018,Male,0 to 9,920523
netherlands,2018,Male,10 to 19,1031363
netherlands,2018,Male,100 and over,323
netherlands,2018,Male,20 to 29,1103136
netherlands,2018,Male,30 to 39,1043479
netherlands,2018,Male,40 to 49,1150911
netherlands,2018,Male,50 to 59,1250353
netherlands,2018,Male,60 to 69,1033415
netherlands,2018,Male,70 to 79,698388
netherlands,2018,Male,80 to 89,261600
netherlands,2018,Male,90 to 99,38649
netherlands,2018,Male,Overall,8527041
netherlands,2018,Male,Overall,17059181
netherlands,2019,Both,0 to 9,1783504
netherlands,2019,Both,10 to 19,2008334
netherlands,2019,Both,100 and over,2189
netherlands,2019,Both,20 to 29,2201788
netherlands,2019,Both,30 to 39,2108199
netherlands,2019,Both,40 to 49,2261107
netherlands,2019,Both,50 to 59,2508388
netherlands,2019,Both,60 to 69,2089913
netherlands,2019,Both,70 to 79,1522110
netherlands,2019,Both,80 to 89,672182
netherlands,2019,Both,90 to 99,150124
netherlands,2019,Both,Overall,17282163
netherlands,2019,Both,Overall,34590001
netherlands,2019,Female,0 to 9,869613
netherlands,2019,Female,10 to 19,980499
netherlands,2019,Female,100 and over,1850
netherlands,2019,Female,20 to 29,1084435
netherlands,2019,Female,30 to 39,1048089
netherlands,2019,Female,40 to 49,1134107
netherlands,2019,Female,50 to 59,1249800
netherlands,2019,Female,60 to 69,1051908
netherlands,2019,Female,70 to 79,791774
netherlands,2019,Female,80 to 89,399470
netherlands,2019,Female,90 to 99,109624
netherlands,2019,Female,Overall,8701077
netherlands,2019,Female,Overall,17422246
netherlands,2019,Male,0 to 9,913891
netherlands,2019,Male,10 to 19,1027835
netherlands,2019,Male,100 and over,339
netherlands,2019,Male,20 to 29,1117353
netherlands,2019,Male,30 to 39,1060110
netherlands,2019,Male,40 to 49,1127000
netherlands,2019,Male,50 to 59,1258588
netherlands,2019,Male,60 to 69,1038005
netherlands,2019,Male,70 to 79,730336
netherlands,2019,Male,80 to 89,272712
netherlands,2019,Male,90 to 99,40500
netherlands,2019,Male,Overall,8581086
netherlands,2019,Male,Overall,17167755
netherlands,2020,Both,0 to 9,1772895
netherlands,2020,Both,10 to 19,2002362
netherlands,2020,Both,100 and over,2398
netherlands,2020,Both,20 to 29,2233550
netherlands,2020,Both,30 to 39,2147931
netherlands,2020,Both,40 to 49,2208076
netherlands,2020,Both,50 to 59,2532418
netherlands,2020,Both,60 to 69,2113846
netherlands,2020,Both,70 to 79,1574419
netherlands,2020,Both,80 to 89,692257
netherlands,2020,Both,90 to 99,154146
netherlands,2020,Both,Overall,17407585
netherlands,2020,Both,Overall,34841883
netherlands,2020,Female,0 to 9,864531
netherlands,2020,Female,10 to 19,977784
netherlands,2020,Female,100 and over,2006
netherlands,2020,Female,20 to 29,1099286
netherlands,2020,Female,30 to 39,1066068
netherlands,2020,Female,40 to 49,1108213
netherlands,2020,Female,50 to 59,1261681
netherlands,2020,Female,60 to 69,1064184
netherlands,2020,Female,70 to 79,816829
netherlands,2020,Female,80 to 89,407958
netherlands,2020,Female,90 to 99,111900
netherlands,2020,Female,Overall,8759554
netherlands,2020,Female,Overall,17539994
netherlands,2020,Male,0 to 9,908364
netherlands,2020,Male,10 to 19,1024578
netherlands,2020,Male,100 and over,392
netherlands,2020,Male,20 to 29,1134264
netherlands,2020,Male,30 to 39,1081863
netherlands,2020,Male,40 to 49,1099863
netherlands,2020,Male,50 to 59,1270737
netherlands,2020,Male,60 to 69,1049662
netherlands,2020,Male,70 to 79,757590
netherlands,2020,Male,80 to 89,284299
netherlands,2020,Male,90 to 99,42246
netherlands,2020,Male,Overall,8648031
netherlands,2020,Male,Overall,17301889
netherlands,2021,Both,0 to 9,1757453
netherlands,2021,Both,10 to 19,1986013
netherlands,2021,Both,100 and over,2536
netherlands,2021,Both,20 to 29,2240428
netherlands,2021,Both,30 to 39,2180575
netherlands,2021,Both,40 to 49,2166062
netherlands,2021,Both,50 to 59,2549688
netherlands,2021,Both,60 to 69,2141439
netherlands,2021,Both,70 to 79,1615096
netherlands,2021,Both,80 to 89,706932
netherlands,2021,Both,90 to 99,155874
netherlands,2021,Both,Overall,17475415
netherlands,2021,Both,Overall,34977511
netherlands,2021,Female,0 to 9,856580
netherlands,2021,Female,10 to 19,969671
netherlands,2021,Female,100 and over,2125
netherlands,2021,Female,20 to 29,1101547
netherlands,2021,Female,30 to 39,1079839
netherlands,2021,Female,40 to 49,1087049
netherlands,2021,Female,50 to 59,1270836
netherlands,2021,Female,60 to 69,1078521
netherlands,2021,Female,70 to 79,837383
netherlands,2021,Female,80 to 89,413510
netherlands,2021,Female,90 to 99,112574
netherlands,2021,Female,Overall,8788879
netherlands,2021,Female,Overall,17598514
netherlands,2021,Male,0 to 9,900873
netherlands,2021,Male,10 to 19,1016342
netherlands,2021,Male,100 and over,411
netherlands,2021,Male,20 to 29,1138881
netherlands,2021,Male,30 to 39,1100736
netherlands,2021,Male,40 to 49,1079013
netherlands,2021,Male,50 to 59,1278852
netherlands,2021,Male,60 to 69,1062918
netherlands,2021,Male,70 to 79,777713
netherlands,2021,Male,80 to 89,293422
netherlands,2021,Male,90 to 99,43300
netherlands,2021,Male,Overall,8686536
netherlands,2021,Male,Overall,17378997
netherlands,2022,Both,0 to 9,1759273
netherlands,2022,Both,10 to 19,1978544
netherlands,2022,Both,100 and over,2595
netherlands,2022,Both,20 to 29,2267391
netherlands,2022,Both,30 to 39,2220450
netherlands,2022,Both,40 to 49,2132501
netherlands,2022,Both,50 to 59,2548563
netherlands,2022,Both,60 to 69,2175813
netherlands,2022,Both,70 to 79,1655030
netherlands,2022,Both,80 to 89,719558
netherlands,2022,Both,90 to 99,157763
netherlands,2022,Both,Overall,17590672
netherlands,2022,Both,Overall,35208153
netherlands,2022,Female,0 to 9,857772
netherlands,2022,Female,10 to 19,966113
netherlands,2022,Female,100 and over,2165
netherlands,2022,Female,20 to 29,1115502
netherlands,2022,Female,30 to 39,1097278
netherlands,2022,Female,40 to 49,1070268
netherlands,2022,Female,50 to 59,1271096
netherlands,2022,Female,60 to 69,1096496
netherlands,2022,Female,70 to 79,857776
netherlands,2022,Female,80 to 89,418139
netherlands,2022,Female,90 to 99,113366
netherlands,2022,Female,Overall,8845204
netherlands,2022,Female,Overall,17711175
netherlands,2022,Male,0 to 9,901501
netherlands,2022,Male,10 to 19,1012431
netherlands,2022,Male,100 and over,430
netherlands,2022,Male,20 to 29,1151889
netherlands,2022,Male,30 to 39,1123172
netherlands,2022,Male,40 to 49,1062233
netherlands,2022,Male,50 to 59,1277467
netherlands,2022,Male,60 to 69,1079317
netherlands,2022,Male,70 to 79,797254
netherlands,2022,Male,80 to 89,301419
netherlands,2022,Male,90 to 99,44397
netherlands,2022,Male,Overall,8745468
netherlands,2022,Male,Overall,17496978
netherlands,2023,Both,0 to 9,1766806
netherlands,2023,Both,10 to 19,1983652
netherlands,2023,Both,100 and over,2572
netherlands,2023,Both,20 to 29,2322262
netherlands,2023,Both,30 to 39,2289762
netherlands,2023,Both,40 to 49,2124542
netherlands,2023,Both,50 to 59,2541679
netherlands,2023,Both,60 to 69,2212042
netherlands,2023,Both,70 to 79,1697929
netherlands,2023,Both,80 to 89,737399
netherlands,2023,Both,90 to 99,158963
netherlands,2023,Both,Overall,17811291
netherlands,2023,Both,Overall,35648899
netherlands,2023,Female,0 to 9,861698
netherlands,2023,Female,10 to 19,968439
netherlands,2023,Female,100 and over,2172
netherlands,2023,Female,20 to 29,1144551
netherlands,2023,Female,30 to 39,1131932
netherlands,2023,Female,40 to 49,1067291
netherlands,2023,Female,50 to 59,1270978
netherlands,2023,Female,60 to 69,1115830
netherlands,2023,Female,70 to 79,880084
netherlands,2023,Female,80 to 89,425089
netherlands,2023,Female,90 to 99,113182
netherlands,2023,Female,Overall,8960982
netherlands,2023,Female,Overall,17942228
netherlands,2023,Male,0 to 9,905108
netherlands,2023,Male,10 to 19,1015213
netherlands,2023,Male,100 and over,400
netherlands,2023,Male,20 to 29,1177711
netherlands,2023,Male,30 to 39,1157830
netherlands,2023,Male,40 to 49,1057251
netherlands,2023,Male,50 to 59,1270701
netherlands,2023,Male,60 to 69,1096212
netherlands,2023,Male,70 to 79,817845
netherlands,2023,Male,80 to 89,312310
netherlands,2023,Male,90 to 99,45781
netherlands,2023,Male,Overall,8850309
netherlands,2023,Male,Overall,17706671
netherlands,2024,Both,0 to 9,1762380
netherlands,2024,Both,10 to 19,1970879
netherlands,2024,Both,100 and over,2555
netherlands,2024,Both,20 to 29,2355424
netherlands,2024,Both,30 to 39,2341054
netherlands,2024,Both,40 to 49,2125060
netherlands,2024,Both,50 to 59,2508947
netherlands,2024,Both,60 to 69,2249572
netherlands,2024,Both,70 to 79,1728947
netherlands,2024,Both,80 to 89,764113
netherlands,2024,Both,90 to 99,160627
netherlands,2024,Both,Overall,17942942
netherlands,2024,Both,Overall,35912500
netherlands,2024,Female,0 to 9,859962
netherlands,2024,Female,10 to 19,959960
netherlands,2024,Female,100 and over,2096
netherlands,2024,Female,20 to 29,1160985
netherlands,2024,Female,30 to 39,1155187
netherlands,2024,Female,40 to 49,1066728
netherlands,2024,Female,50 to 59,1256830
netherlands,2024,Female,60 to 69,1134364
netherlands,2024,Female,70 to 79,896053
netherlands,2024,Female,80 to 89,436860
netherlands,2024,Female,90 to 99,113428
netherlands,2024,Female,Overall,9022174
netherlands,2024,Female,Overall,18064627
netherlands,2024,Male,0 to 9,902418
netherlands,2024,Male,10 to 19,1010919
netherlands,2024,Male,100 and over,459
netherlands,2024,Male,20 to 29,1194439
netherlands,2024,Male,30 to 39,1185867
netherlands,2024,Male,40 to 49,1058332
netherlands,2024,Male,50 to 59,1252117
netherlands,2024,Male,60 to 69,1115208
netherlands,2024,Male,70 to 79,832894
netherlands,2024,Male,80 to 89,327253
netherlands,2024,Male,90 to 99,47199
netherlands,2024,Male,Overall,8920768
netherlands,2024,Male,Overall,17847873
