region,year,sex,age_gr,population
geneve,2020,Male,20 to 29,31664
geneve,2020,Male,30 to 39,37282
geneve,2020,Male,40 to 49,37473
geneve,2020,Male,50 to 59,35639
geneve,2020,Male,60 to 69,23643
geneve,2020,Male,70 to 79,16398
geneve,2020,Male,80 to 89,8849
geneve,2020,Male,90 to 99,1910
geneve,2020,Male,Overall,244184
geneve,2021,Both,0 to 9,47774
geneve,2021,Both,10 to 19,53208
geneve,2021,Both,100 and over,411
geneve,2021,Both,20 to 29,62663
geneve,2021,Both,30 to 39,76020
geneve,2021,Both,40 to 49,76930
geneve,2021,Both,50 to 59,73287
geneve,2021,Both,60 to 69,50256
geneve,2021,Both,70 to 79,37536
geneve,2021,Both,80 to 89,22137
geneve,2021,Both,90 to 99,6121
geneve,2021,Both,Overall,506343
geneve,2021,Female,0 to 9,23213
geneve,2021,Female,10 to 19,26106
geneve,2021,Female,100 and over,340
geneve,2021,Female,20 to 29,31293
geneve,2021,Female,30 to 39,38640
geneve,2021,Female,40 to 49,39296
geneve,2021,Female,50 to 59,37443
geneve,2021,Female,60 to 69,25933
geneve,2021,Female,70 to 79,21214
geneve,2021,Female,80 to 89,13264
geneve,2021,Female,90 to 99,4281
geneve,2021,Female,Overall,261023
geneve,2021,Male,0 to 9,24561
geneve,2021,Male,10 to 19,27102
geneve,2021,Male,100 and over,71
geneve,2021,Male,20 to 29,31370
geneve,2021,Male,30 to 39,37380
geneve,2021,Male,40 to 49,37634
geneve,2021,Male,50 to 59,35844
geneve,2021,Male,60 to 69,24323
geneve,2021,Male,70 to 79,16322
geneve,2021,Male,80 to 89,8873
geneve,2021,Male,90 to 99,1840
geneve,2021,Male,Overall,245320
geneve,2022,Both,0 to 9,48084
geneve,2022,Both,10 to 19,53772
geneve,2022,Both,100 and over,453
geneve,2022,Both,20 to 29,62240
geneve,2022,Both,30 to 39,75945
geneve,2022,Both,40 to 49,77083
geneve,2022,Both,50 to 59,73615
geneve,2022,Both,60 to 69,51628
geneve,2022,Both,70 to 79,37277
geneve,2022,Both,80 to 89,23023
geneve,2022,Both,90 to 99,6328
geneve,2022,Both,Overall,509448
geneve,2022,Female,0 to 9,23434
geneve,2022,Female,10 to 19,26352
geneve,2022,Female,100 and over,380
geneve,2022,Female,20 to 29,31004
geneve,2022,Female,30 to 39,38537
geneve,2022,Female,40 to 49,39405
geneve,2022,Female,50 to 59,37572
geneve,2022,Female,60 to 69,26663
geneve,2022,Female,70 to 79,21036
geneve,2022,Female,80 to 89,13776
geneve,2022,Female,90 to 99,4371
geneve,2022,Female,Overall,262530
geneve,2022,Male,0 to 9,24650
geneve,2022,Male,10 to 19,27420
geneve,2022,Male,100 and over,73
geneve,2022,Male,20 to 29,31236
geneve,2022,Male,30 to 39,37408
geneve,2022,Male,40 to 49,37678
geneve,2022,Male,50 to 59,36043
geneve,2022,Male,60 to 69,24965
geneve,2022,Male,70 to 79,16241
geneve,2022,Male,80 to 89,9247
geneve,2022,Male,90 to 99,1957
geneve,2022,Male,Overall,246918
geneve,2023,Both,0 to 9,48164
geneve,2023,Both,10 to 19,54975
geneve,2023,Both,100 and over,452
geneve,2023,Both,20 to 29,62197
geneve,2023,Both,30 to 39,76636
geneve,2023,Both,40 to 49,77558
geneve,2023,Both,50 to 59,73996
geneve,2023,Both,60 to 69,53071
geneve,2023,Both,70 to 79,36898
geneve,2023,Both,80 to 89,23662
geneve,2023,Both,90 to 99,6505
geneve,2023,Both,Overall,514114
geneve,2023,Female,0 to 9,23620
geneve,2023,Female,10 to 19,26759
geneve,2023,Female,100 and over,387
geneve,2023,Female,20 to 29,31037
geneve,2023,Female,30 to 39,38975
geneve,2023,Female,40 to 49,39728
geneve,2023,Female,50 to 59,37822
geneve,2023,Female,60 to 69,27350
geneve,2023,Female,70 to 79,20877
geneve,2023,Female,80 to 89,14086
geneve,2023,Female,90 to 99,4466
geneve,2023,Female,Overall,265107
geneve,2023,Male,0 to 9,24544
geneve,2023,Male,10 to 19,28216
geneve,2023,Male,100 and over,65
geneve,2023,Male,20 to 29,31160
geneve,2023,Male,30 to 39,37661
geneve,2023,Male,40 to 49,37830
geneve,2023,Male,50 to 59,36174
geneve,2023,Male,60 to 69,25721
geneve,2023,Male,70 to 79,16021
geneve,2023,Male,80 to 89,9576
geneve,2023,Male,90 to 99,2039
geneve,2023,Male,Overall,249007
geneve,2024,Both,0 to 9,48339
geneve,2024,Both,10 to 19,56842
geneve,2024,Both,100 and over,476
geneve,2024,Both,20 to 29,63440
geneve,2024,Both,30 to 39,78333
geneve,2024,Both,40 to 49,79076
geneve,2024,Both,50 to 59,74508
geneve,2024,Both,60 to 69,55356
geneve,2024,Both,70 to 79,36756
geneve,2024,Both,80 to 89,24594
geneve,2024,Both,90 to 99,6690
geneve,2024,Both,Overall,524410
geneve,2024,Female,0 to 9,23547
geneve,2024,Female,10 to 19,27558
geneve,2024,Female,100 and over,406
geneve,2024,Female,20 to 29,31809
geneve,2024,Female,30 to 39,39917
geneve,2024,Female,40 to 49,40794
geneve,2024,Female,50 to 59,38199
geneve,2024,Female,60 to 69,28644
geneve,2024,Female,70 to 79,20827
geneve,2024,Female,80 to 89,14651
geneve,2024,Female,90 to 99,4557
geneve,2024,Female,Overall,270909
geneve,2024,Male,0 to 9,24792
geneve,2024,Male,10 to 19,29284
geneve,2024,Male,100 and over,70
geneve,2024,Male,20 to 29,31631
geneve,2024,Male,30 to 39,38416
geneve,2024,Male,40 to 49,38282
geneve,2024,Male,50 to 59,36309
geneve,2024,Male,60 to 69,26712
geneve,2024,Male,70 to 79,15929
geneve,2024,Male,80 to 89,9943
geneve,2024,Male,90 to 99,2133
geneve,2024,Male,Overall,253501
