region,year,sex,age_gr,population
norway,2021,Male,30 to 39,381034
norway,2021,Male,40 to 49,367866
norway,2021,Male,50 to 59,368031
norway,2021,Male,60 to 69,297014
norway,2021,Male,70 to 79,222075
norway,2021,Male,80 to 89,81102
norway,2021,Male,90 to 99,14142
norway,2021,Male,Overall,2728298
norway,2022,Both,0 to 9,586054
norway,2022,Both,10 to 19,652028
norway,2022,Both,100 and over,0
norway,2022,Both,20 to 29,701874
norway,2022,Both,30 to 39,757221
norway,2022,Both,40 to 49,715032
norway,2022,Both,50 to 59,730775
norway,2022,Both,60 to 69,600440
norway,2022,Both,70 to 79,470382
norway,2022,Both,80 to 89,197057
norway,2022,Both,90 to 99,46271
norway,2022,Both,Overall,5457134
norway,2022,Female,0 to 9,285188
norway,2022,Female,10 to 19,317427
norway,2022,Female,100 and over,0
norway,2022,Female,20 to 29,340661
norway,2022,Female,30 to 39,369979
norway,2022,Female,40 to 49,348915
norway,2022,Female,50 to 59,357569
norway,2022,Female,60 to 69,299410
norway,2022,Female,70 to 79,241689
norway,2022,Female,80 to 89,112965
norway,2022,Female,90 to 99,31926
norway,2022,Female,Overall,2705729
norway,2022,Male,0 to 9,300866
norway,2022,Male,10 to 19,334601
norway,2022,Male,100 and over,0
norway,2022,Male,20 to 29,361213
norway,2022,Male,30 to 39,387242
norway,2022,Male,40 to 49,366117
norway,2022,Male,50 to 59,373206
norway,2022,Male,60 to 69,301030
norway,2022,Male,70 to 79,228693
norway,2022,Male,80 to 89,84092
norway,2022,Male,90 to 99,14345
norway,2022,Male,Overall,2751405
norway,2023,Both,0 to 9,582472
norway,2023,Both,10 to 19,660383
norway,2023,Both,100 and over,0
norway,2023,Both,20 to 29,703145
norway,2023,Both,30 to 39,772406
norway,2023,Both,40 to 49,717992
norway,2023,Both,50 to 59,740798
norway,2023,Both,60 to 69,609466
norway,2023,Both,70 to 79,481513
norway,2023,Both,80 to 89,205564
norway,2023,Both,90 to 99,45859
norway,2023,Both,Overall,5519598
norway,2023,Female,0 to 9,283309
norway,2023,Female,10 to 19,321059
norway,2023,Female,100 and over,0
norway,2023,Female,20 to 29,342232
norway,2023,Female,30 to 39,378263
norway,2023,Female,40 to 49,351232
norway,2023,Female,50 to 59,363014
norway,2023,Female,60 to 69,303963
norway,2023,Female,70 to 79,247572
norway,2023,Female,80 to 89,116882
norway,2023,Female,90 to 99,31475
norway,2023,Female,Overall,2739001
norway,2023,Male,0 to 9,299163
norway,2023,Male,10 to 19,339324
norway,2023,Male,100 and over,0
norway,2023,Male,20 to 29,360913
norway,2023,Male,30 to 39,394143
norway,2023,Male,40 to 49,366760
norway,2023,Male,50 to 59,377784
norway,2023,Male,60 to 69,305503
norway,2023,Male,70 to 79,233941
norway,2023,Male,80 to 89,88682
norway,2023,Male,90 to 99,14384
norway,2023,Male,Overall,2780597
norway,2024,Both,0 to 9,578162
norway,2024,Both,10 to 19,665380
norway,2024,Both,100 and over,0
norway,2024,Both,20 to 29,703862
norway,2024,Both,30 to 39,783620
norway,2024,Both,40 to 49,721374
norway,2024,Both,50 to 59,747173
norway,2024,Both,60 to 69,619564
norway,2024,Both,70 to 79,489628
norway,2024,Both,80 to 89,217852
norway,2024,Both,90 to 99,45659
norway,2024,Both,Overall,5572274
norway,2024,Female,0 to 9,281039
norway,2024,Female,10 to 19,322829
norway,2024,Female,100 and over,0
norway,2024,Female,20 to 29,342903
norway,2024,Female,30 to 39,383786
norway,2024,Female,40 to 49,353138
norway,2024,Female,50 to 59,366494
norway,2024,Female,60 to 69,308734
norway,2024,Female,70 to 79,252002
norway,2024,Female,80 to 89,122704
norway,2024,Female,90 to 99,31186
norway,2024,Female,Overall,2764815
norway,2024,Male,0 to 9,297123
norway,2024,Male,10 to 19,342551
norway,2024,Male,100 and over,0
norway,2024,Male,20 to 29,360959
norway,2024,Male,30 to 39,399834
norway,2024,Male,40 to 49,368236
norway,2024,Male,50 to 59,380679
norway,2024,Male,60 to 69,310830
norway,2024,Male,70 to 79,237626
norway,2024,Male,80 to 89,95148
norway,2024,Male,90 to 99,14473
norway,2024,Male,Overall,2807459
